_id,sentence,target,aspect,Business_Area,Topic,score,Sentiment_Category,type,split
417,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,Eli Lilly & Co,Stock/Technical Analysis/Volume/Unusually high volume,Stock,Technical Analysis,0.516,Positive,headline,train
422,"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",Old Mutual,Corporate/Sales,Corporate,Sales,0.724,Positive,headline,train
427,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",BP,Corporate/Legal/Settlement,Corporate,Legal,-0.121,Neutral,headline,train
427,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",Halliburton,Corporate/Legal/Settlement,Corporate,Legal,-0.042,Neutral,headline,train
429,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,GlaxoSmithKline,Stock/Price Action,Stock,Price Action,-0.408,Negative,headline,train
430,Glencore chief blames rivals' overproduction for share price fall,Glencore,Stock/Price Action,Stock,Price Action,-0.301,Negative,headline,train
435,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",Philip Morris,Corporate/Legal/Lawsuit,Corporate,Legal,-0.152,Neutral,headline,train
435,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",BAT,Corporate/Legal/Lawsuit,Corporate,Legal,-0.152,Neutral,headline,train
440,Hargreaves Lansdown share price falls as costs mount - although pensions ...,Hargreaves Lansdown,Stock/Price Action,Stock,Price Action,-0.514,Negative,headline,train
444,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",Centrica,Corporate/Appointment,Corporate,Appointment,0.195,Neutral,headline,train
444,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",Serco,Corporate/Appointment/Executive Appointment,Corporate,Appointment,0.122,Neutral,headline,train
449,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,Integrated Silicon Solution,Stock/Signal/Buy Signal,Stock,Signal,0.461,Positive,headline,train
454,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",RBS,Corporate/Legal/Settlement,Corporate,Legal,-0.69,Negative,headline,train
459,MillerCoors Board Names Gavin Hattersley Interim CEO,MillerCoors,Corporate/Appointment,Corporate,Appointment,0.0,Neutral,headline,train
461,"Britain's FTSE gains, Land Securities up after dividend hike",Land Securities,Corporate/Dividend Policy,Corporate,Dividend Policy,0.549,Positive,headline,train
466,"Britain's FTSE bounces back, Mondi and Barratt lead",Barratt,Stock/Price Action,Stock,Price Action,0.558,Positive,headline,train
466,"Britain's FTSE bounces back, Mondi and Barratt lead",Mondi,Stock/Price Action,Stock,Price Action,0.552,Positive,headline,train
47,Morning Agenda: Shire's Deal for NPS,Shire,Corporate/Sales/Deal,Corporate,Sales,0.195,Neutral,headline,train
470,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,Old Mutual,Corporate/Sales,Corporate,Sales,0.689,Positive,headline,train
473,Do it for me' trend underpins UK sales growth at Kingfisher,Kingfisher,Corporate/Sales,Corporate,Sales,0.304,Positive,headline,train
476,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",Lidl,Corporate/Strategy/Corporate Expansion,Corporate,Strategy,0.372,Positive,headline,train
477,"Centrica extends gas deals with Gazprom, Statoil",Statoil,Corporate/Sales/Deal,Corporate,Sales,0.239,Positive,headline,train
477,"Centrica extends gas deals with Gazprom, Statoil",Gazprom,Corporate/Sales/Deal,Corporate,Sales,0.199,Neutral,headline,train
48,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,China Merchants Group,Corporate/Strategy/Company Agreement,Corporate,Strategy,0.119,Neutral,headline,train
480,"Aberdeen AM posts H1 outflows, says conditions to remain challenging",Aberdeen AM,Market/Conditions,Market,Conditions,-0.364,Negative,headline,train
49,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,Teva,Corporate/Regulatory,Corporate,Regulatory,0.476,Positive,headline,train
49,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,AstraZeneca,Corporate/Regulatory,Corporate,Regulatory,0.242,Positive,headline,train
492,Severn Trent share price jumps as Canadian investor renews pursuit of utility,Severn Trent,Stock/Price Action,Stock,Price Action,0.433,Positive,headline,train
495,New Morrisons duo get former boss's support to diffuse investor tension,Morrisons,Corporate/Risks,Corporate,Risks,0.143,Neutral,headline,train
14860,Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,FIO,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.459,Positive,post,train
14864,$TRX http://stks.co/1KkK Long setup. MACD cross.,TRX,Stock/Technical Analysis,Stock,Technical Analysis,0.438,Positive,post,train
14867,I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,AMZN,Stock/Price Action/Bearish,Stock,Price Action,-0.506,Negative,post,train
14875,$GRPN might be selling off ahead of $P earnings...,P,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.202,Negative,post,train
14876,$IACI http://stks.co/tJU Looks good on the weekly chart.,IACI,Stock/Technical Analysis,Stock,Technical Analysis,0.379,Positive,post,train
14877,"$pcln back over ""up"" trendline from 10/4",PCLN,Stock/Price Action/Bullish,Stock,Price Action,0.308,Positive,post,train
14880,RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,NFLX,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.578,Positive,post,train
14882,Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,AAPL,Stock/Price Action/Bearish,Stock,Price Action,0.222,Positive,post,train
14886,$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,SKX,Stock/Price Action/Bullish,Stock,Price Action,0.298,Positive,post,train
14891,$MOS looking good here at $58.65. Calls are active in this month and weekly,MOS,Stock/Options/Strategies,Stock,Options,0.492,Positive,post,train
14893,"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",TZA,Stock/Options/Strategies,Stock,Options,0.385,Positive,post,train
14899,$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,YMI,Stock/Price Action/Bullish,Stock,Price Action,0.444,Positive,post,train
14902,$TZOO a close above 28.64 and we are ready to rock and roll,TZOO,Stock/Price Action/Bullish,Stock,Price Action,0.308,Positive,post,train
14905,"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",SWKS,Stock/Price Action,Stock,Price Action,0.603,Positive,post,train
14918,$WFT closng higher from here,WFT,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.48,Positive,post,train
14924,$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,SPPI,Stock/Price Action/Bullish,Stock,Price Action,0.601,Positive,post,train
14925,$SPY bull move ended waiting for next setup,SPY,Stock/Price Action/Bearish,Stock,Price Action,-0.204,Negative,post,train
14927,Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,IP,Stock/Technical Analysis,Stock,Technical Analysis,0.446,Positive,post,train
14928,"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",GLD,Stock/Technical Analysis,Stock,Technical Analysis,0.176,Neutral,post,train
14929,$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,ACOM,Stock/Price Action/Bearish,Stock,Price Action,-0.536,Negative,post,train
14930,$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,ZAGG,Stock/Price Action/Bullish,Stock,Price Action,0.385,Positive,post,train
14931,volatility squeeze in $AAPL. I hope it gets resolved to the upside,AAPL,Market/Volatilit,Market,Volatilit,0.042,Neutral,post,train
14933,"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",LNG,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,-0.543,Negative,post,train
14934,Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,MWW,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.348,Positive,post,train
14935,That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,SDS,Stock/Technical Analysis,Stock,Technical Analysis,-0.39,Negative,post,train
14944,"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",IYT,Stock/Technical Analysis,Stock,Technical Analysis,0.594,Positive,post,train
14945,$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,DUG,Stock/Technical Analysis/Stochastic,Stock,Technical Analysis,0.702,Positive,post,train
14955,$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,SPY,Stock/Price Action/Bullish,Stock,Price Action,0.412,Positive,post,train
14959,longed $AMZN 300 @ 189.82,AMZN,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.65,Positive,post,train
14961,"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",SLW,Stock/Options,Stock,Options,0.145,Neutral,post,train
14965,"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",HSC,Corporate/Sales/Deal,Corporate,Sales,0.497,Positive,post,train
14971,"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",GMCR,Corporate/Financial/Financial Results,Corporate,Financial,-0.668,Negative,post,train
14986,"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",XLF,Stock/Technical Analysis,Stock,Technical Analysis,-0.299,Negative,post,train
14994,$vxx adding to position here !,VXX,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.685,Positive,post,train
14995,$GPS Gap September Comparable Store Sales -4%,GPS,Corporate/Sales,Corporate,Sales,-0.441,Negative,post,train
15000,Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,WMT,Stock/Technical Analysis,Stock,Technical Analysis,0.654,Positive,post,train
15001,$MA http://stks.co/1CYN continues to consolidate / base here,MA,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.148,Neutral,post,train
15003,Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,QCOM,Stock/Price Action/Bullish,Stock,Price Action,0.396,Positive,post,train
15009,$isrg trading at all-time high after strong earnings report with 4 days of short interest.,ISRG,Stock/Price Action/Current Price/52-Week High,Stock,Price Action,0.729,Positive,post,train
15016,$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,UTSI,Corporate/Financial/Financial Results/Earnings,Corporate,Financial,0.63,Positive,post,train
15021,Here come the shorts marchin' in.  $GMCR.  Lovin' it!,GMCR,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,-0.522,Negative,post,train
15022,$aapl news is becoming very bullish again http://stks.co/tMU,AAPL,Stock/Price Action/Bullish,Stock,Price Action,0.526,Positive,post,train
15031,stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,AAPL,Stock/Price Action,Stock,Price Action,0.142,Neutral,post,train
15034,"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",DPZ,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.369,Positive,post,train
15035,$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,SPY,Stock/Technical Analysis,Stock,Technical Analysis,0.341,Positive,post,train
15043,Short more $FAZ for all who don't know that means markets will tank now :-p,FAZ,Stock/Price Action/Bearish,Stock,Price Action,-0.605,Negative,post,train
15046,RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,XLF,Stock/Price Action,Stock,Price Action,-0.443,Negative,post,train
15047,"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.",BRCM,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.521,Positive,post,train
15050,$ELN longs...congrats...another HOD,ELN,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.445,Positive,post,train
15051,"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",WYNN,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.424,Negative,post,train
15053,$TSPT  long 8.00,TSPT,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.499,Positive,post,train
15060,$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,SKH,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.622,Positive,post,train
15064,Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,LULU,Stock/Price Action/Bearish,Stock,Price Action,0.006,Neutral,post,train
15066,"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",SPY,Stock/Price Action,Stock,Price Action,-0.312,Negative,post,train
15069,$FIO won't stay down,FIO,Stock/Price Action/Current Price/Oversold,Stock,Price Action,0.376,Positive,post,train
15073,$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,AAPL,Stock/Technical Analysis,Stock,Technical Analysis,0.529,Positive,post,train
15079,$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,ROST,Stock/Price Action/Bullish,Stock,Price Action,0.414,Positive,post,train
15080,i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,DIA,Stock/Price Action/Bearish,Stock,Price Action,-0.172,Neutral,post,train
15088,"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",LULU,Stock/Fundamentals,Stock,Fundamentals,0.011,Neutral,post,train
15092,"$ZSL looking very weak, could be a good short setup.",ZSL,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.614,Negative,post,train
15096,"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",FMCN,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,-0.483,Negative,post,train
15099,$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,MCP,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.607,Negative,post,train
15104,"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",ACE,Corporate/Dividend Policy,Corporate,Dividend Policy,0.455,Positive,post,train
15109,"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",AAPL,Stock/Technical Analysis/MACD,Stock,Technical Analysis,0.498,Positive,post,train
15117,$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,CIEN,Stock/Technical Analysis,Stock,Technical Analysis,0.345,Positive,post,train
15119,like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,T,Stock/Price Action/Bullish,Stock,Price Action,0.655,Positive,post,train
15122,My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,DWA,Stock/Price Action/Bearish,Stock,Price Action,-0.088,Neutral,post,train
15132,$IBM staying strong,IBM,Stock/Price Action/Bullish,Stock,Price Action,0.532,Positive,post,train
15141,"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",SINA,Corporate/Reputation,Corporate,Reputation,-0.55,Negative,post,train
15149,"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",AMZN,Stock/Technical Analysis,Stock,Technical Analysis,0.221,Positive,post,train
15152,$SIGA Bid for Reargument Denied by Judge,SIGA,Corporate/Legal,Corporate,Legal,-0.354,Negative,post,train
15153,"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",YHOO,Stock/Technical Analysis/Breakout,Stock,Technical Analysis,0.194,Neutral,post,train
15159,$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,CERN,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.443,Positive,post,train
15162,$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,SPY,Stock/Price Action/Bullish,Stock,Price Action,0.316,Positive,post,train
15167,$RDC Rowan Expands Share Repurchase Program to $150 million,RDC,Stock/Fundamentals/Share Buyback,Stock,Fundamentals,0.285,Positive,post,train
15175,$NVDA sideways,NVDA,Stock/Price Action,Stock,Price Action,0.0,Neutral,post,train
15176,$HITK  Resuming advance into new historical highs.,HITK,Stock/Price Action/Current Price/52-Week High,Stock,Price Action,0.68,Positive,post,train
15188,Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,WMT,Stock/Technical Analysis,Stock,Technical Analysis,0.198,Neutral,post,train
15194,$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,GOOG,Stock/Technical Analysis/Breakout,Stock,Technical Analysis,0.518,Positive,post,train
15195,RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,AAPL,Corporate/Sales,Corporate,Sales,0.539,Positive,post,train
15198,"that was quick, out $FIO 21.35, market tanking, scaling down longs now",FIO,Market/Market,Market,Market,-0.497,Negative,post,train
15201,$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,SPY,Stock/Price Action,Stock,Price Action,-0.406,Negative,post,train
15209,$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,LNT,Corporate/Dividend Policy,Corporate,Dividend Policy,0.324,Positive,post,train
15221,"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",UUP,Stock/Technical Analysis,Stock,Technical Analysis,-0.361,Negative,post,train
15222,$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,IDCC,Corporate/Financial/Financial Results/Earnings,Corporate,Financial,0.477,Positive,post,train
15223,$mako hanging in well today. still in a basing pattern. have eyes on it,MAKO,Stock/Price Action/Bullish,Stock,Price Action,0.195,Neutral,post,train
15225,"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",SPY,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,-0.469,Negative,post,train
15227,$TZA is a rocket ship!!!,TZA,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.807,Positive,post,train
15238,"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",SSRI,Stock/Price Action/Bullish,Stock,Price Action,0.394,Positive,post,train
15241,$vxx starting to creep up while $spy sits near hod ...,SPY,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.141,Neutral,post,train
15249,$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,AAPL,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,0.411,Positive,post,train
15250,VIVUS $VVUS bear raid in effect. Stock down 12%,VVUS,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,-0.57,Negative,post,train
15254,looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,CREE,Stock/Price Action/Bearish/Bear Position,Stock,Price Action,-0.352,Negative,post,train
15260,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,YELP,Stock/Price Action/Current Price/Overbought,Stock,Price Action,-0.451,Negative,post,train
15265,$renn topping tail 5 min. chart at 7.31 short from here.,RENN,Stock/Price Action/Bearish,Stock,Price Action,-0.64,Negative,post,train
15267,$SPY weak close,SPY,Stock/Price Action/Bearish,Stock,Price Action,-0.297,Negative,post,train
15274,$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,ZNGA,Stock/Technical Analysis,Stock,Technical Analysis,0.248,Positive,post,train
15276,$EFUT hod  posted buy pm at $4.40,EFUT,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.354,Positive,post,train
15279,$AAPL short some 592.49,AAPL,Stock/Price Action/Bearish/Bear Position,Stock,Price Action,-0.464,Negative,post,train
15280,"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",SWY,Corporate/Financial/Accounting,Corporate,Financial,-0.515,Negative,post,train
15285,"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",AAPL,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.144,Neutral,post,train
15296,Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,FMS,Stock/Technical Analysis,Stock,Technical Analysis,0.221,Positive,post,train
15299,"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",AAPL,Corporate/Strategy,Corporate,Strategy,0.461,Positive,post,train
15313,$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,PRLB,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.394,Positive,post,train
15314,$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,AMRN,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.469,Positive,post,train
15323,$AXP Looking for continuation with volume increase http://stks.co/c8sR,AXP,Stock/Price Action,Stock,Price Action,0.308,Positive,post,train
15327,MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,MSFT,Corporate/Dividend Policy,Corporate,Dividend Policy,0.444,Positive,post,train
15329,Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,SKS,Corporate/Sales,Corporate,Sales,0.315,Positive,post,train
15333,"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",CAT,Corporate/Sales,Corporate,Sales,0.586,Positive,post,train
15334,$SPY Long 1/2 position 137.89,SPY,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.428,Positive,post,train
15338,$AAPL price momentum weakening going into the close.,AAPL,Stock/Price Action,Stock,Price Action,-0.22,Negative,post,train
15340,RT @ACInvestorBlog $AAPL still on track for $500,AAPL,Stock/Price Action/Future Price/Direction,Stock,Price Action,0.166,Neutral,post,train
15345,$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,SPY,Stock/Price Action/Bearish,Stock,Price Action,-0.26,Negative,post,train
15353,$BAC in for swing trade  looks like want go up,BAC,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.433,Positive,post,train
15356,$PCLN runs into the 50sma on the acquisition news,PCLN,Corporate/M&A/M&A,Corporate,M&A,0.486,Positive,post,train
15358,$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),AAPL,Stock/Technical Analysis,Stock,Technical Analysis,-0.175,Neutral,post,train
15360,$WYNN big bounce,WYNN,Stock/Price Action/Bullish,Stock,Price Action,0.61,Positive,post,train
15362,$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,GLD,Stock/Technical Analysis,Stock,Technical Analysis,-0.143,Neutral,post,train
15367,$AAPL wants lower. up waves getting smaller on the 2 min,AAPL,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.37,Negative,post,train
15372,Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,SPY,Stock/Fundamentals/Short Interest Rate,Stock,Fundamentals,-0.342,Negative,post,train
15378,"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",QCOR,Stock/Price Action/Bearish,Stock,Price Action,-0.169,Neutral,post,train
15380,$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,WMT,Stock/Technical Analysis,Stock,Technical Analysis,0.574,Positive,post,train
15384,Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,RA,Corporate/M&A/M&A,Corporate,M&A,0.396,Positive,post,train
15392,$AAPL 620 resistance area,AAPL,Stock/Technical Analysis,Stock,Technical Analysis,-0.025,Neutral,post,train
15400,what is up with $HK..... from Jan to now it's been a sinking ship...,HK,Stock/Price Action/Bearish,Stock,Price Action,-0.573,Negative,post,train
15405,"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",WGO,Corporate/M&A,Corporate,M&A,0.076,Neutral,post,train
15410,I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,AAPL,Stock/Options,Stock,Options,0.579,Positive,post,train
15414,"$AAPL bounce right now has no vol, more vol when it slid",AAPL,Stock/Price Action,Stock,Price Action,0.19,Neutral,post,train
15421,"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",LULU,Stock/Technical Analysis,Stock,Technical Analysis,0.351,Positive,post,train
15422,$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,NIHD,Stock/Technical Analysis,Stock,Technical Analysis,-0.202,Negative,post,train
15429,$AAPL long 630.91,AAPL,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.512,Positive,post,train
15437,"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",AAPL,Stock/Signal/Sell Signal,Stock,Signal,-0.445,Negative,post,train
15439,$KCG bot at 2.24,KCG,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.384,Positive,post,train
15448,$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,HZNP,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.274,Negative,post,train
15450,pretty steady accumulation off support today.  Purdy. $AGU,AGU,Stock/Price Action,Stock,Price Action,0.464,Positive,post,train
15452,Out of shorts $ALTR at 38.85 with loss,ALTR,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.372,Positive,post,train
15462,"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",GMCR,Stock/Price Action/Bearish,Stock,Price Action,-0.51,Negative,post,train
15464,$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,EBAY,Stock/Technical Analysis/Breakout,Stock,Technical Analysis,0.452,Positive,post,train
15470,"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",SDS,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.41,Positive,post,train
15479,"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",AAPL,Stock/Coverage/AnalystRatings/Downgrade,Stock,Coverage,-0.325,Negative,post,train
15480,$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,AAPL,Stock/Options/Unusual Call Activity,Stock,Options,0.553,Positive,post,train
15482,"Went long on this $COG, will see 70's again me thinks",COG,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.574,Positive,post,train
15505,$AAPL nibbling on a small long via 525.. buying off 13min charts..,AAPL,Stock/Price Action/Bullish,Stock,Price Action,0.509,Positive,post,train
15508,Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,AAPL,Stock/Price Action/Bullish,Stock,Price Action,0.47,Positive,post,train
